campaign_id,date,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd
C00501,12-02-2024,Email,East,Tablet,Gen X,Sales,61488,1886,3.07,402.36,106,5.62,61.89,134,41,7.31,7551.26
C00502,30-07-2024,Search,East,CTV,Boomers,App Installs,116779,5177,4.43,8591.99,222,4.29,73.27,110,24,6.34,22877.07
C00503,14-02-2024,Social,South,Tablet,Gen Z,Awareness,136679,1188,0.87,2111.97,91,7.66,51.52,162,36,3.67,4748.33
C00504,25-11-2024,Search,West,CTV,Boomers,App Installs,124616,7221,5.79,10566.93,229,3.17,62.71,134,41,8.06,26226.19
C00505,04-10-2024,Video,North,Mobile,Millennials,Awareness,243003,8056,3.32,14128.28,203,2.52,71.18,25,34,6.7,32525.37
C00506,01-01-2024,Video,West,Tablet,Gen Z,App Installs,159035,5477,3.44,4898.26,90,1.64,20.4,74,32,7.27,2785.45
C00507,05-07-2024,Search,South,Desktop,Boomers,Leads,104325,5089,4.88,7200.69,206,4.05,35.67,177,38,,16367.01
C00508,01-11-2024,Search,North,Tablet,Gen Z,Traffic,86957,4815,5.54,7775.49,167,3.47,64.55,160,42,6.54,16076.58
C00509,12-12-2025,Display,North,Desktop,Millennials,Sales,140256,368,0.26,382.03,5,1.36,54.27,142,56,6.07,289.56
C00510,28-06-2025,Search,East,Desktop,Millennials,App Installs,158898,9428,5.93,16239.46,809,8.58,61.66,106,50,9.78,76069.12
C00511,31-03-2025,Video,Central,Tablet,Boomers,Traffic,160284,4922,3.07,9774.74,101,2.05,52.37,119,18,5.21,8694.91
C00512,16-05-2025,Affiliate,North,Tablet,Gen Z,Awareness,105183,2502,2.38,2205.32,19,0.76,43.8,168,26,6.72,964.59
C00513,22-08-2024,Video,South,Mobile,Gen X,App Installs,226816,5544,2.44,6229.16,250,4.51,60.89,152,39,8.1,16455.16
C00514,21-02-2024,Email,Central,CTV,Gen X,Awareness,43524,1281,2.94,127.79,50,3.9,50.69,299,30,7.25,2193.45
C00515,23-09-2025,Affiliate,East,CTV,Boomers,Traffic,60592,1169,1.93,776.6,32,2.74,65.18,188,34,9.17,2223.22
C00516,03-06-2024,Display,Central,CTV,Boomers,Traffic,184179,1294,0.7,751.01,,3.79,48.39,72,22,8.4,3551.17
C00517,14-10-2024,Affiliate,Central,CTV,Gen Z,App Installs,48266,567,1.17,783.12,19,3.35,52.06,124,24,8.16,1717.34
C00518,21-02-2025,Display,South,Mobile,Gen Z,Leads,172250,1751,1.02,601.53,,0.57,51.84,153,28,8.2,705.31
C00519,28-08-2025,Social,West,Desktop,Boomers,Leads,100537,2145,2.13,3858.9,50,2.33,47.85,119,46,5.12,3135.52
C00520,06-04-2024,Display,North,Mobile,Gen Z,Leads,219811,1282,0.58,1290.25,64,4.99,44.52,143,52,6.99,4524.02
C00521,03-11-2025,Video,East,Tablet,Gen Z,Traffic,189482,6890,3.64,15761.1,599,8.69,56.37,161,40,8.31,61785.19
C00522,13-04-2024,Search,South,CTV,Boomers,App Installs,123786,6097,4.93,12054.79,422,6.92,53.92,161,37,10,47670.45
C00523,29-09-2025,Email,Central,CTV,Gen Z,Awareness,64554,2031,3.15,1180.49,95,4.68,48.35,211,33,,3800.78
C00524,22-01-2024,Search,East,Mobile,Gen X,Sales,114871,6443,5.61,9527.04,486,7.54,28.89,190,31,6.03,46756.54
C00525,13-08-2024,Search,East,CTV,Boomers,Awareness,139974,7705,5.5,14398.77,471,6.11,81.3,201,42,9.3,46857.62
C00526,02-08-2025,Affiliate,Central,Desktop,Millennials,Sales,49614,899,1.81,675.21,41,4.56,72.13,230,35,5.84,5226.88
C00527,11-01-2024,Social,South,Tablet,Gen X,Leads,130375,4284,3.29,5046.49,374,8.73,61.18,272,19,5.82,34364.52
C00528,24-04-2025,Video,South,Mobile,Millennials,Sales,202387,6476,3.2,14495.62,437,6.75,26.26,322,18,6.9,27136.36
C00529,22-07-2025,Display,West,Tablet,Boomers,Awareness,189893,2628,1.38,2723.12,101,3.84,48.07,171,39,5.59,8791.35
C00530,08-11-2025,Display,East,Desktop,Boomers,App Installs,143844,1283,0.89,697.06,18,1.4,23.88,216,43,9.13,188.16
C00531,20-06-2024,Email,South,CTV,Gen Z,Traffic,97924,434,0.44,61.11,27,6.22,53.88,175,32,8,1419.65
C00532,25-12-2024,Display,North,CTV,Gen X,App Installs,113923,937,0.82,535.92,44,4.7,56.54,209,42,8.05,4885.34
C00533,11-01-2025,Video,East,CTV,Gen X,Sales,238499,7734,3.24,17003.12,621,8.03,46.25,154,43,7.33,39693.63
C00534,29-05-2024,Affiliate,Central,Desktop,Gen X,Leads,120847,634,0.52,,22,3.47,45.32,125,33,7.96,2010.53
C00535,02-04-2024,Email,South,CTV,Gen X,Traffic,72893,2836,3.89,851.06,217,7.65,43.05,72,28,8.49,17613.23
C00536,20-07-2025,Video,East,Tablet,Boomers,App Installs,206368,9358,4.53,11091.24,694,7.42,21.69,77,48,9.55,89198.78
C00537,29-08-2025,Social,East,CTV,Gen X,Sales,100301,2408,2.4,3504.08,133,5.52,68.08,81,27,6.02,7933.91
C00538,29-03-2025,Display,North,Desktop,Millennials,App Installs,230478,2973,1.29,2131.65,85,2.86,40.38,100,20,5.6,6719.48
C00539,03-01-2024,Search,West,Desktop,Boomers,Leads,158691,7619,4.8,12898.79,410,5.38,69.87,171,54,4.82,33931.42
C00540,24-06-2024,Affiliate,North,CTV,Boomers,Traffic,108698,3016,2.77,3899.77,250,8.29,52.18,183,45,9.04,20133.39
C00541,14-10-2024,Affiliate,East,Desktop,Gen X,Traffic,112964,1223,1.08,1394.39,,0,64.93,126,19,7.14,0
C00542,31-12-2025,Affiliate,West,CTV,Gen Z,Sales,85472,2403,2.81,1922.53,127,5.29,37.79,94,43,8.87,14576.83
C00543,01-08-2024,Email,West,CTV,Boomers,App Installs,50215,844,1.68,467.96,49,5.81,61.72,182,30,7.93,3250.14
C00544,22-06-2025,Search,East,Mobile,Gen Z,Traffic,118582,6336,5.34,1093.93,615,9.71,37.42,132,45,5.87,55133.92
C00545,17-01-2025,Affiliate,East,Desktop,Gen Z,App Installs,112605,3138,2.79,3956.53,68,2.17,70.35,191,21,6.95,6153.04
C00546,16-05-2025,Affiliate,West,Tablet,Boomers,Awareness,82943,1539,1.86,1313.66,75,4.87,42.98,115,52,7.77,3702.32
C00547,20-10-2024,Search,North,Tablet,Millennials,App Installs,173890,8697,5,22566.72,613,7.05,61.75,76,38,7.44,51857.7
C00548,04-08-2025,Affiliate,Central,Desktop,Boomers,Leads,81268,1763,2.17,1756.03,48,2.72,53.4,244,33,5.76,4118.98
C00549,10-03-2024,Video,West,Desktop,Gen X,Awareness,179998,7099,3.94,11468.87,488,6.87,59.97,187,51,7.32,39063.01
C00550,23-12-2025,Video,North,Tablet,Boomers,Awareness,280823,9116,3.25,17484.36,266,2.92,38.84,157,51,9.3,35717.04
C00551,28-07-2024,Search,South,Tablet,Gen X,Leads,167402,8885,5.31,14078.21,971,10.93,55.72,114,41,8.45,63242.08
C00552,24-10-2025,Video,South,CTV,Gen X,Sales,223113,2458,1.1,2832.93,70,2.85,54.44,86,35,7.05,8218.23
C00553,08-10-2025,Search,West,CTV,Gen X,Awareness,128550,4942,3.84,13646.23,359,7.26,25.29,250,27,8.16,26542.85
C00554,22-12-2025,Display,North,Mobile,Gen Z,Leads,171479,1790,1.04,694.22,60,3.35,34.51,250,31,5.8,5102.21
C00555,08-06-2024,Affiliate,North,Desktop,Millennials,App Installs,120720,1869,1.55,1061.92,39,2.09,41.66,75,25,7.55,4518.59
C00556,08-02-2025,Social,Central,Desktop,Gen X,App Installs,56393,650,1.15,774.65,27,4.15,44.27,228,24,5.6,2368.67
C00557,23-01-2025,Video,West,Desktop,Boomers,Traffic,185956,4875,2.62,10102.95,228,4.68,48.03,113,28,6.1,19072.4
C00558,28-03-2025,Social,West,CTV,Gen Z,App Installs,69996,1691,2.42,1735.02,74,4.38,52.95,165,29,6.25,5252.72
C00559,21-12-2025,Social,West,CTV,Boomers,Awareness,110307,4061,3.68,1330.86,232,5.71,54.65,187,23,,15438.31
C00560,15-10-2024,Affiliate,South,Desktop,Gen X,Awareness,142695,1437,1.01,1159.08,0,0,46.27,158,30,6.22,394.77
C00561,02-04-2024,Email,North,Desktop,Gen X,Leads,75299,3946,5.24,1063.43,378,9.58,51.56,145,21,6.94,43936.71
C00562,24-02-2024,Social,West,Mobile,Gen X,Sales,66280,1048,1.58,1494.44,16,1.53,33.63,230,30,6.12,934.64
C00563,02-01-2025,Email,East,CTV,Boomers,App Installs,78494,3779,4.81,1305.92,352,9.31,52.51,158,42,3.41,22915.35
C00564,22-12-2024,Search,East,Tablet,Boomers,App Installs,139909,6741,4.82,15158.27,324,4.81,42.09,65,33,5.42,35670.24
C00565,13-01-2025,Social,East,Mobile,Millennials,Leads,119056,3008,2.53,4609.86,123,4.09,60.65,195,38,7.86,7235.53
C00566,12-07-2024,Search,South,Tablet,Gen Z,Traffic,157435,8408,5.34,18228.41,656,7.8,42,166,25,4.69,66402.86
C00567,21-10-2024,Display,South,CTV,Boomers,App Installs,199679,533,0.27,606.91,22,4.13,79.78,134,43,5.35,2101.78
C00568,17-11-2025,Social,Central,CTV,Boomers,Traffic,157303,3939,2.5,4386.34,92,2.34,60.19,68,18,6.18,8308.6
C00569,06-03-2025,Video,Central,Desktop,Millennials,Sales,251711,4823,1.92,7961.41,314,6.51,62.49,104,31,6.14,34842.18
C00570,26-07-2025,Display,South,Desktop,Gen X,Sales,165116,1354,0.82,1736.09,0,0,42.25,136,27,7.47,30.48
C00571,13-09-2025,Email,North,Tablet,Gen Z,Sales,42580,2380,5.59,790.93,266,11.18,65.33,130,29,9.47,19869.79
C00572,21-01-2025,Social,South,CTV,Boomers,Sales,75109,2164,2.88,3015.61,132,6.1,37.33,116,35,8.06,7987.33
C00573,13-09-2024,Affiliate,West,CTV,Boomers,Sales,1406,4,0.28,24188.53,0,0,71.75,154,35,5.78,174.02
C00574,28-07-2024,Social,North,Mobile,Millennials,Leads,103635,2126,2.05,1717.51,51,2.4,54.5,252,51,7.37,3820.24
C00575,10-10-2025,Search,East,Desktop,Gen X,Traffic,166662,8109,4.87,17812.81,407,5.02,46.25,128,38,4.15,30729.63
C00576,08-10-2025,Video,Central,CTV,Gen Z,App Installs,154927,4692,3.03,7346.82,355,7.57,42.54,238,28,4.9,37665.35
C00577,28-09-2024,Search,East,Tablet,Gen Z,Sales,154529,5325,3.45,11261.23,281,5.28,39.24,141,35,8.82,21793.08
C00578,07-01-2025,Email,South,CTV,Gen Z,Traffic,53049,2469,4.65,1979.27,180,7.29,42.43,156,39,,15574.83
C00579,22-09-2025,Display,North,CTV,Gen X,Leads,172337,2509,1.46,2178.23,23,0.92,26.16,167,35,7.68,1620.04
C00580,12-07-2024,Search,West,Mobile,Millennials,Traffic,161309,8438,5.23,14287.34,425,5.04,39.57,172,26,5.05,29216.39
C00581,14-02-2025,Affiliate,Central,Tablet,Boomers,Traffic,114202,2372,2.08,2713.33,20,0.84,64.29,166,42,8.63,1229.21
C00582,18-03-2024,Email,South,Desktop,Millennials,Awareness,55032,1779,3.23,875.47,108,6.07,73.98,106,53,7.1,7325.23
C00583,30-01-2024,Email,East,Tablet,Millennials,Leads,63736,2492,3.91,669.59,343,13.76,52.83,206,27,8.73,23729.13
C00584,20-07-2024,Affiliate,East,Tablet,Gen X,App Installs,109849,2618,2.38,1092.96,247,9.43,95,262,28,7.78,22690.97
C00585,17-09-2025,Affiliate,North,Desktop,Boomers,Awareness,83792,2234,2.67,1735.72,129,5.77,60.77,143,22,7.25,14025.08
C00586,12-09-2024,Display,South,Desktop,Millennials,Traffic,157573,1732,1.1,1392.24,40,2.31,55.44,127,24,9.61,3893.2
C00587,01-07-2025,Affiliate,East,Desktop,Boomers,Sales,85557,1447,1.69,2008.66,40,2.76,53.39,139,37,9.21,1505.71
C00588,28-01-2025,Social,Central,Tablet,Boomers,Sales,84839,2015,2.38,3061.82,158,7.84,61.01,105,33,7.21,14223.83
C00589,23-11-2024,Video,North,Mobile,Boomers,App Installs,196319,5241,2.67,9882.1,294,5.61,68.11,5,24,6.42,18642.78
C00590,23-01-2025,Affiliate,East,Tablet,Boomers,Sales,52457,1201,2.29,858.91,66,5.5,52.13,75,29,8.47,4746.95
C00591,04-10-2025,Display,Central,Mobile,Gen Z,Sales,170702,2252,1.32,1683.56,29,1.29,56.48,113,37,5.39,1628.6
C00592,28-06-2024,Affiliate,East,Mobile,Boomers,Traffic,124808,974,0.78,1235.09,24,2.46,36.85,116,33,5.73,872.1
C00593,11-07-2025,Video,South,CTV,Gen X,Leads,285017,8322,2.92,13700.58,379,4.55,70.14,158,33,,40606.28
C00594,28-04-2025,Display,East,Desktop,Boomers,Leads,273390,2392,0.87,2594.99,36,1.51,48.38,140,53,8.41,3361.49
C00595,21-10-2024,Affiliate,North,Mobile,Gen Z,Sales,65372,584,0.89,652.29,19,3.25,44.24,300,26,8.13,1455.58
C00596,19-01-2025,Search,North,Desktop,Boomers,Sales,156212,7215,4.62,13653.28,183,2.54,48.59,273,24,7.63,3636.54
C00597,18-09-2025,Search,West,Desktop,Millennials,Leads,71259,3688,5.18,4859.55,118,3.2,52.26,135,43,6.12,11277.58
C00598,15-05-2025,Social,East,Mobile,Gen X,Leads,84188,2219,2.64,1408.96,51,2.3,44.85,196,31,6.06,4640.3
C00599,25-02-2025,Search,East,Desktop,Gen Z,Sales,137637,6405,4.65,12554.39,436,6.81,59.34,139,40,7.5,47875.33
C00600,17-04-2024,Affiliate,East,Desktop,Boomers,Awareness,52115,520,1,621.89,27,5.19,42.24,143,31,6.93,1121.18
C00601,16-04-2024,Affiliate,North,Mobile,Millennials,Sales,66839,1444,2.16,1313.8,79,5.47,55.73,125,23,8.72,9122.1
C00602,14-04-2024,Search,South,Desktop,Boomers,Awareness,126117,5610,4.45,13145.23,484,8.63,51.94,125,28,7.16,56670.17
C00603,27-08-2024,Search,East,Mobile,Boomers,Traffic,98275,3910,3.98,5059.43,215,5.5,69.1,89,18,7.63,18099.85
C00604,09-02-2025,Video,North,Desktop,Boomers,Awareness,237950,4668,1.96,8125.73,176,3.77,79.3,191,41,6.62,12645.04
C00605,05-07-2025,Affiliate,North,Mobile,Gen X,Leads,158395,3116,1.97,2557.67,44,1.41,51.23,65,18,7.58,4242.35
C00606,20-04-2024,Display,South,CTV,Millennials,Traffic,151030,1642,1.09,1137.19,20,1.22,38.54,149,35,9.36,1753.7
C00607,25-02-2025,Search,Central,Mobile,Millennials,Sales,137709,7750,5.63,19836.48,181,2.34,52.11,215,41,7.15,14954.73
C00608,05-06-2024,Display,South,Desktop,Boomers,App Installs,209839,1506,0.72,2022.52,29,1.93,25.2,158,33,4.53,2782.12
C00609,06-05-2025,Affiliate,West,Desktop,Gen Z,Awareness,92070,0,0,20,0,0,61.18,66,53,5.38,186.88
C00610,12-09-2025,Social,North,CTV,Gen X,Sales,95614,1715,1.79,1453.45,60,3.5,84.14,150,39,4.34,4112.3
C00611,07-02-2024,Display,South,Desktop,Gen X,Awareness,148830,1195,0.8,1321.58,15,1.26,35.25,147,45,4.74,1578.36
C00612,17-04-2025,Social,Central,Tablet,Gen Z,Leads,94001,3456,3.68,4115.72,78,2.26,95,187,27,7.04,3925.38
C00613,03-11-2025,Social,Central,Desktop,Boomers,Leads,77039,1808,2.35,2180.15,78,4.31,60.82,159,52,8.35,8130.57
C00614,09-03-2024,Affiliate,North,Desktop,Boomers,Sales,51606,1140,2.21,1173.54,41,3.6,63.72,108,20,8.7,3572.75
C00615,20-07-2025,Search,South,CTV,Gen Z,App Installs,134726,7255,5.39,15740.86,290,4,61.21,46,28,6.44,28241.96
C00616,27-01-2024,Search,East,Tablet,Millennials,Sales,125319,7128,5.69,11712.5,606,8.5,63.97,74,39,9.87,41716.83
C00617,16-03-2025,Email,West,Tablet,Millennials,Sales,66369,1770,2.67,1428.54,91,5.14,44.2,83,45,4.35,13308.7
C00618,21-12-2024,Search,North,Mobile,Gen Z,Leads,105771,5269,4.98,12005.42,343,6.51,50.28,265,26,8.84,25307.93
C00619,15-05-2024,Social,North,Mobile,Boomers,App Installs,80402,3105,3.86,2951.25,75,2.42,48.13,280,27,6.28,4791.51
C00620,22-04-2025,Display,Central,CTV,Boomers,Sales,203355,3121,1.53,2747,77,2.47,66.34,156,31,5.66,5280.93
C00621,05-12-2025,Search,Central,Desktop,Gen X,Awareness,149998,8251,5.5,17292.62,395,4.79,43.16,184,32,5.25,18003.14
C00622,01-07-2025,Display,North,Desktop,Millennials,App Installs,170856,1684,0.99,1132.36,25,1.48,37.07,158,34,5.97,3666.36
C00623,07-04-2025,Display,West,Mobile,Gen X,Sales,129863,1388,1.07,1780.97,3,0.22,65.88,170,28,8.01,322.33
C00624,22-12-2024,Affiliate,South,Mobile,Millennials,Awareness,58537,1275,2.18,1395.11,33,2.59,65.92,270,44,7.16,4047.93
C00625,20-07-2024,Video,North,CTV,Gen Z,Leads,154225,3629,2.35,6253.37,65,1.79,48.94,50,41,6.35,8103.11
C00626,16-09-2025,Affiliate,South,Mobile,Gen Z,Traffic,77866,1830,2.35,1292.84,63,3.44,57.91,149,18,6.11,4859.43
C00627,02-05-2025,Affiliate,North,Desktop,Boomers,Leads,118997,1818,1.53,1472.69,87,4.79,24.01,225,22,6.79,8402.93
C00628,20-03-2025,Email,Central,Tablet,Millennials,Leads,46492,613,1.32,180.62,43,7.01,73.02,87,29,6.15,4034.92
C00629,12-06-2025,Social,East,Mobile,Gen Z,Leads,90651,1896,2.09,835.94,127,6.7,49.84,224,29,6.94,10252.6
C00630,30-10-2025,Video,East,Mobile,Gen X,App Installs,243884,4793,1.97,6785.1,117,2.44,56.78,159,52,7.08,9160.06
C00631,22-05-2024,Affiliate,North,CTV,Boomers,App Installs,100813,1229,1.22,863.35,0,0,68.99,246,29,7.51,8.5
C00632,24-11-2024,Display,North,CTV,Millennials,Leads,221345,1367,0.62,1200.18,0,0,41.47,143,44,5.9,0
C00633,11-09-2025,Social,East,Mobile,Gen Z,Traffic,59009,977,1.66,830.64,29,2.97,66.45,217,37,5.72,2476.81
C00634,10-10-2025,Affiliate,Central,Mobile,Gen Z,Awareness,91580,2627,2.87,2944.22,77,2.93,40.87,191,32,7.01,8414.53
C00635,25-12-2025,Social,North,CTV,Gen X,Sales,90654,4017,4.43,6226.93,303,7.54,50.19,103,45,6.13,23419.59
C00636,01-10-2024,Social,South,Mobile,Boomers,Traffic,112057,2484,2.22,2790.74,81,3.26,76.52,124,48,6.73,9976.37
C00637,05-06-2025,Display,South,CTV,Gen X,Leads,213158,1028,0.48,1226.43,1,0.1,73.98,191,26,5.13,0
C00638,06-06-2024,Search,Central,Tablet,Gen Z,App Installs,151527,7983,5.27,8296.11,499,6.25,68,246,41,7.28,18531.42
C00639,23-10-2024,Affiliate,North,Desktop,Millennials,App Installs,70012,1044,1.49,906,42,4.02,29.54,203,120,8.04,4996.71
C00640,30-06-2025,Search,West,Mobile,Boomers,Leads,111096,4639,4.18,12379.9,205,4.42,51.92,113,40,5.3,21023.08
C00641,22-08-2024,Display,East,Mobile,Boomers,Awareness,208280,2622,1.26,2649.99,48,1.83,25.2,333,27,8.19,3646.69
C00642,08-11-2025,Display,South,Tablet,Gen X,App Installs,136452,1845,1.35,1346.8,0,0,76.72,164,31,7.19,0
C00643,21-11-2024,Social,West,Tablet,Boomers,Traffic,134029,2405,1.79,3065.85,67,2.79,63.63,121,37,7.3,5031.54
C00644,05-01-2025,Affiliate,Central,Desktop,Millennials,Awareness,62523,1482,2.37,2385.05,41,2.77,49.96,168,23,7.71,4090.17
C00645,01-06-2024,Video,North,Desktop,Gen X,Awareness,186026,4775,2.57,9369.25,165,3.46,43.85,172,32,6.82,19124.92
C00646,14-11-2025,Display,North,CTV,Gen X,Awareness,243680,2785,1.14,2729.37,64,2.3,58.14,244,29,5.69,5125.24
C00647,30-11-2024,Social,Central,Desktop,Boomers,Sales,86299,2517,2.92,2022.22,63,2.5,-11.38,143,38,5.73,3542.54
C00648,22-02-2024,Search,South,Tablet,Gen Z,Awareness,132950,3528,2.65,6749.58,184,5.22,49.67,14,39,8.23,12534.47
C00649,22-02-2025,Social,Central,CTV,Gen X,Sales,66110,2173,3.29,3593.71,28,1.29,58.33,168,24,6.46,1291.28
C00650,08-01-2024,Affiliate,North,Mobile,Millennials,Sales,86536,,1,364.72,75,8.67,47.7,137,24,8.85,8677.64
C00651,10-03-2025,Search,Central,Mobile,Boomers,Traffic,158555,9748,6.15,12830.3,811,8.32,33.94,173,30,7.94,63075.16
C00652,24-02-2025,Social,East,Tablet,Gen X,Sales,77402,2047,2.64,2485.64,65,3.18,46.16,91,27,7.65,6997.46
C00653,20-07-2024,Affiliate,East,Tablet,Boomers,Leads,37634,539,1.43,581.71,20,3.71,53.27,201,37,7.47,1652.36
C00654,18-02-2025,Social,North,Desktop,Millennials,App Installs,138799,4375,3.15,6319.84,262,5.99,44.88,103,34,7.46,26916.28
C00655,21-07-2024,Search,South,Mobile,Millennials,Sales,154869,11307,7.3,23022.46,376,3.33,44.29,210,27,8.08,30652.91
C00656,12-01-2025,Video,East,CTV,Gen Z,App Installs,209353,6207,2.96,4540.2,197,3.17,27.14,188,18,8.91,17859.82
C00657,07-12-2025,Display,South,CTV,Gen X,Sales,160335,2880,1.8,3853.68,93,3.23,41.12,95,33,6.85,8940.5
C00658,15-12-2025,Display,North,Mobile,Millennials,Leads,202063,2568,1.27,2244.85,32,1.25,37.87,212,18,4.68,3924.81
C00659,06-11-2024,Affiliate,Central,Mobile,Millennials,Leads,62452,1472,2.36,2203.37,78,5.3,60.32,136,28,6.14,6713.49
C00660,29-08-2024,Social,North,Desktop,Gen X,Sales,80647,1367,1.7,1997.06,63,4.61,44.38,57,27,8.24,8124.05
C00661,24-10-2025,Email,North,Tablet,Gen X,Traffic,40624,1110,2.73,299.1,114,10.27,37.25,97,26,9.11,9069.39
C00662,15-04-2024,Search,West,CTV,Millennials,Awareness,134324,6294,4.69,15511.57,352,5.59,57.76,100,43,7.57,25354.95
C00663,21-04-2024,Video,North,Desktop,Gen Z,Awareness,225192,6487,2.88,7977,185,2.85,34.56,138,36,8.43,14476.19
C00664,13-07-2024,Search,South,Desktop,Millennials,Sales,159610,7864,4.93,16664.85,490,6.23,51.1,196,32,5.89,22070.27
C00665,28-08-2024,Display,North,Tablet,Gen Z,Awareness,154501,1879,1.22,2235.94,0,0,47,79,40,7.88,0
C00666,03-08-2024,Search,South,CTV,Millennials,Awareness,151617,5161,3.4,10234.71,182,3.53,39.36,182,42,6.09,13251.65
C00667,05-07-2025,Display,North,Mobile,Boomers,Awareness,133771,1550,1.16,1157.01,52,3.35,14.19,168,32,6.68,2639.78
C00668,19-09-2024,Social,Central,CTV,Boomers,Sales,139534,4484,3.21,4977.16,209,4.66,44.41,170,27,5.87,26895.96
C00669,16-08-2024,Search,West,CTV,Millennials,Leads,115376,5274,4.57,10280.15,326,6.18,62.38,142,18,8.26,44365.77
C00670,19-03-2024,Social,South,Tablet,Gen X,Sales,95184,2383,2.5,2868.34,87,3.65,38.6,195,49,6.58,6757.37
C00671,10-10-2024,Social,North,Desktop,Gen X,Sales,64812,1746,2.69,1573.69,101,5.78,69.56,139,25,7.48,7261.3
C00672,05-08-2025,Video,Central,CTV,Gen Z,Awareness,216824,8412,3.88,10224.71,375,4.46,53.6,91,35,8.21,37955.2
C00673,20-05-2025,Display,West,Desktop,Boomers,Traffic,192092,3611,1.88,4517.83,52,1.44,62.46,139,32,5.27,6450.54
C00674,22-06-2024,Affiliate,Central,Desktop,Gen Z,Sales,89561,1743,1.95,1523.77,48,2.75,35.08,193,35,7.85,4102.05
C00675,15-04-2025,Affiliate,East,CTV,Boomers,Leads,71045,1262,1.78,1089.47,41,3.25,90.66,170,35,8.25,4075.87
C00676,09-05-2025,Email,Central,Tablet,Boomers,Leads,26327,908,3.45,367.55,65,7.16,70.25,169,31,9.4,4088.52
C00677,12-03-2024,Social,North,Tablet,Millennials,Awareness,72442,1140,1.57,1304.03,13,1.14,53.75,168,23,9.67,1047.94
C00678,16-02-2025,Display,North,CTV,Gen X,App Installs,189775,2443,1.29,2192.19,34,1.39,72.57,104,33,,3230.34
C00679,30-12-2024,Social,South,Mobile,Millennials,Traffic,55847,1461,2.62,1576.58,38,2.6,46.51,151,31,7.94,3709.61
C00680,15-09-2024,Display,Central,Mobile,Millennials,App Installs,189262,1736,0.92,1712.55,0,0,67.51,187,35,8.97,696.07
C00681,10-04-2025,Video,East,Desktop,Millennials,Traffic,191156,6643,3.48,11125.95,274,4.12,73.86,68,18,6.48,39299.05
C00682,27-04-2024,Email,East,Tablet,Gen Z,Leads,78352,2568,3.28,20,254,9.89,31.07,198,33,7,19458.67
C00683,11-10-2024,Email,Central,Desktop,Millennials,Sales,43363,2200,5.07,735.49,228,10.36,38.5,135,20,7.43,18586.7
C00684,09-02-2024,Email,East,Desktop,Boomers,Awareness,49991,1423,2.85,100.05,98,6.89,69.96,82,20,8.35,12042.35
C00685,15-06-2025,Search,North,Desktop,Millennials,Awareness,99683,5343,5.36,9173.41,294,5.5,57.75,100,26,8.99,12432.53
C00686,27-11-2025,Email,West,Mobile,Gen X,App Installs,75209,1477,1.96,463.07,119,8.06,63.8,174,49,8.91,8181.99
C00687,01-05-2025,Social,South,Tablet,Millennials,Leads,78056,573,0.73,888.7,30,5.24,36.82,89,28,4.28,2138.73
C00688,22-01-2025,Search,North,Desktop,Millennials,Awareness,142268,8974,6.31,15349.83,601,6.7,65.7,278,24,6.04,60342.37
C00689,22-05-2025,Email,East,Mobile,Gen X,Sales,52392,1422,2.71,957,56,3.94,77.88,189,31,8.34,5972.11
C00690,24-11-2024,Email,North,Tablet,Gen X,Leads,79406,2658,3.35,327.29,126,4.74,35.53,133,50,6.39,10530.35
C00691,27-02-2025,Social,South,CTV,Boomers,Leads,85106,1184,1.39,2129.68,41,3.46,40.06,112,44,6.65,3726.51
C00692,05-02-2025,Social,Central,Tablet,Millennials,App Installs,101441,2880,2.84,2970.39,128,4.44,55.37,125,47,8.45,12562.12
C00693,13-01-2024,Social,West,Tablet,Gen X,Traffic,55898,1071,1.92,1840.54,48,4.48,54.67,161,46,9,4932.61
C00694,24-08-2025,Social,North,CTV,Gen Z,Traffic,99358,2317,2.33,1963.15,180,7.77,57.54,69,43,6.93,12744.69
C00695,15-10-2024,Email,East,Desktop,Gen Z,Sales,69984,3063,4.38,395.86,292,9.53,93.02,107,33,7.85,31740.87
C00696,28-09-2025,Social,East,Mobile,Millennials,Leads,137106,1766,1.29,2267.51,54,3.06,58.72,180,52,,4116.02
C00697,22-01-2025,Display,South,Mobile,Gen X,Sales,160963,866,0.54,764.28,43,4.97,60.5,217,36,3.92,2590.11
C00698,30-12-2024,Search,East,Desktop,Millennials,Awareness,129126,4710,3.65,8341.81,244,5.18,57.76,166,48,6.63,22606.18
C00699,23-01-2025,Display,East,Mobile,Gen Z,Awareness,159374,1332,0.84,1067.07,48,3.6,55.4,245,36,9.81,2129.16
C00700,17-09-2025,Video,West,CTV,Millennials,Sales,155558,2353,1.51,3873.5,137,5.82,64.64,118,30,,11633.53
C00701,02-09-2024,Video,West,Tablet,Boomers,Awareness,121725,2809,2.31,3901.5,110,3.92,,173,46,8.17,7570.58
C00702,27-12-2024,Video,Central,Desktop,Millennials,Sales,193348,6913,3.58,8994.74,480,6.94,54.86,138,34,7.55,38660.01
C00703,16-01-2024,Search,North,Tablet,Gen Z,Leads,127643,6523,5.11,5701.21,270,4.14,56.08,255,27,7.18,30172.32
